Portfolio,year,Feedstock,Commodity,Commodity Unit,Unit Code,Buildout,Variable Category,Variable Subcategory,Variable Unit,Conversion Value,Value,Uncertainty Range Category
EBetancourt-TheOutrageousPortfolio EDITED,2034,Agricultural waste,Hydrogen,Metric Tons,MT,47380.952380952374,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,944.5625966060152,NA
EBetancourt-TheOutrageousPortfolio EDITED,2035,Agricultural waste,Hydrogen,Metric Tons,MT,52119.04761904761,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1039.0188562666165,NA
EBetancourt-TheOutrageousPortfolio EDITED,2036,Agricultural waste,Hydrogen,Metric Tons,MT,56857.14285714285,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1133.475115927218,NA
EBetancourt-TheOutrageousPortfolio EDITED,2037,Agricultural waste,Hydrogen,Metric Tons,MT,61595.23809523808,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1227.9313755878195,NA
EBetancourt-TheOutrageousPortfolio EDITED,2038,Agricultural waste,Hydrogen,Metric Tons,MT,66333.33333333333,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1322.387635248421,NA
EBetancourt-TheOutrageousPortfolio EDITED,2039,Agricultural waste,Hydrogen,Metric Tons,MT,71071.42857142857,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1416.8438949090223,NA
EBetancourt-TheOutrageousPortfolio EDITED,2040,Agricultural waste,Hydrogen,Metric Tons,MT,75809.5238095238,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1511.300154569624,NA
EBetancourt-TheOutrageousPortfolio EDITED,2041,Agricultural waste,Hydrogen,Metric Tons,MT,80547.61904761904,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1605.7564142302256,NA
EBetancourt-TheOutrageousPortfolio EDITED,2042,Agricultural waste,Hydrogen,Metric Tons,MT,85285.71428571428,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1700.212673890827,NA
EBetancourt-TheOutrageousPortfolio EDITED,2043,Agricultural waste,Hydrogen,Metric Tons,MT,90023.80952380951,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1794.6689335514286,NA
EBetancourt-TheOutrageousPortfolio EDITED,2044,Agricultural waste,Hydrogen,Metric Tons,MT,94761.90476190476,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1889.12519321203,NA
EBetancourt-TheOutrageousPortfolio EDITED,2045,Agricultural waste,Hydrogen,Metric Tons,MT,99500,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1983.581452872632,NA
EBetancourt-TheOutrageousPortfolio EDITED,2025,Forest waste,Hydrogen,Metric Tons,MT,4738.0952380952385,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,94.45625966060152,NA
EBetancourt-TheOutrageousPortfolio EDITED,2026,Forest waste,Hydrogen,Metric Tons,MT,9476.190476190475,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,188.91251932120304,NA
EBetancourt-TheOutrageousPortfolio EDITED,2027,Forest waste,Hydrogen,Metric Tons,MT,14214.285714285716,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,283.36877898180455,NA
EBetancourt-TheOutrageousPortfolio EDITED,2028,Forest waste,Hydrogen,Metric Tons,MT,18952.38095238095,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,377.82503864240607,NA
EBetancourt-TheOutrageousPortfolio EDITED,2029,Forest waste,Hydrogen,Metric Tons,MT,23690.47619047619,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,472.2812983030076,NA
EBetancourt-TheOutrageousPortfolio EDITED,2030,Forest waste,Hydrogen,Metric Tons,MT,28428.571428571428,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,566.7375579636091,NA
EBetancourt-TheOutrageousPortfolio EDITED,2031,Forest waste,Hydrogen,Metric Tons,MT,33166.666666666664,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,661.1938176242105,NA
EBetancourt-TheOutrageousPortfolio EDITED,2032,Forest waste,Hydrogen,Metric Tons,MT,37904.7619047619,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,755.650077284812,NA
EBetancourt-TheOutrageousPortfolio EDITED,2033,Forest waste,Hydrogen,Metric Tons,MT,42642.85714285714,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,850.1063369454135,NA
EBetancourt-TheOutrageousPortfolio EDITED,2034,Forest waste,Hydrogen,Metric Tons,MT,47380.952380952374,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,944.5625966060152,NA
EBetancourt-TheOutrageousPortfolio EDITED,2035,Forest waste,Hydrogen,Metric Tons,MT,52119.04761904761,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1039.0188562666165,NA
EBetancourt-TheOutrageousPortfolio EDITED,2036,Forest waste,Hydrogen,Metric Tons,MT,56857.14285714285,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1133.475115927218,NA
EBetancourt-TheOutrageousPortfolio EDITED,2037,Forest waste,Hydrogen,Metric Tons,MT,61595.23809523808,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1227.9313755878195,NA
EBetancourt-TheOutrageousPortfolio EDITED,2038,Forest waste,Hydrogen,Metric Tons,MT,66333.33333333333,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1322.387635248421,NA
EBetancourt-TheOutrageousPortfolio EDITED,2039,Forest waste,Hydrogen,Metric Tons,MT,71071.42857142857,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1416.8438949090223,NA
EBetancourt-TheOutrageousPortfolio EDITED,2040,Forest waste,Hydrogen,Metric Tons,MT,75809.5238095238,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1511.300154569624,NA
EBetancourt-TheOutrageousPortfolio EDITED,2041,Forest waste,Hydrogen,Metric Tons,MT,80547.61904761904,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1605.7564142302256,NA
EBetancourt-TheOutrageousPortfolio EDITED,2042,Forest waste,Hydrogen,Metric Tons,MT,85285.71428571428,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1700.212673890827,NA
EBetancourt-TheOutrageousPortfolio EDITED,2043,Forest waste,Hydrogen,Metric Tons,MT,90023.80952380951,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1794.6689335514286,NA
EBetancourt-TheOutrageousPortfolio EDITED,2044,Forest waste,Hydrogen,Metric Tons,MT,94761.90476190476,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1889.12519321203,NA
EBetancourt-TheOutrageousPortfolio EDITED,2045,Forest waste,Hydrogen,Metric Tons,MT,99500,Water Quantity,Water Withdrawal,acre-feet per year,0.01993549198866966,1983.581452872632,NA
EBetancourt-TheOutrageousPortfolio EDITED,2025,Natural Gas + CCS,Hydrogen,Metric Tons,MT,523.8095238095239,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,5.131179588216701,NA
EBetancourt-TheOutrageousPortfolio EDITED,2026,Natural Gas + CCS,Hydrogen,Metric Tons,MT,1047.6190476190477,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,10.2623591764334,NA
EBetancourt-TheOutrageousPortfolio EDITED,2027,Natural Gas + CCS,Hydrogen,Metric Tons,MT,1571.4285714285716,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,15.3935387646501,NA
EBetancourt-TheOutrageousPortfolio EDITED,2028,Natural Gas + CCS,Hydrogen,Metric Tons,MT,2095.2380952380954,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,20.5247183528668,NA
EBetancourt-TheOutrageousPortfolio EDITED,2029,Natural Gas + CCS,Hydrogen,Metric Tons,MT,2619.0476190476193,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,25.655897941083506,NA
EBetancourt-TheOutrageousPortfolio EDITED,2030,Natural Gas + CCS,Hydrogen,Metric Tons,MT,3142.857142857143,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,30.7870775293002,NA
EBetancourt-TheOutrageousPortfolio EDITED,2031,Natural Gas + CCS,Hydrogen,Metric Tons,MT,3666.666666666667,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,35.9182571175169,NA
EBetancourt-TheOutrageousPortfolio EDITED,2032,Natural Gas + CCS,Hydrogen,Metric Tons,MT,4190.476190476191,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,41.049436705733605,NA
EBetancourt-TheOutrageousPortfolio EDITED,2033,Natural Gas + CCS,Hydrogen,Metric Tons,MT,4714.285714285715,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,46.1806162939503,NA
EBetancourt-TheOutrageousPortfolio EDITED,2034,Natural Gas + CCS,Hydrogen,Metric Tons,MT,5238.0952380952385,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,51.31179588216701,NA
EBetancourt-TheOutrageousPortfolio EDITED,2035,Natural Gas + CCS,Hydrogen,Metric Tons,MT,5761.904761904762,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,56.4429754703837,NA
EBetancourt-TheOutrageousPortfolio EDITED,2036,Natural Gas + CCS,Hydrogen,Metric Tons,MT,6285.714285714286,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,61.5741550586004,NA
EBetancourt-TheOutrageousPortfolio EDITED,2037,Natural Gas + CCS,Hydrogen,Metric Tons,MT,6809.52380952381,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,66.705334646817107,NA
EBetancourt-TheOutrageousPortfolio EDITED,2038,Natural Gas + CCS,Hydrogen,Metric Tons,MT,7333.333333333334,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,71.8365142350338,NA
EBetancourt-TheOutrageousPortfolio EDITED,2039,Natural Gas + CCS,Hydrogen,Metric Tons,MT,7857.142857142858,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,76.9676938232505,NA
EBetancourt-TheOutrageousPortfolio EDITED,2040,Natural Gas + CCS,Hydrogen,Metric Tons,MT,8380.952380952382,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,82.09887341146721,NA
EBetancourt-TheOutrageousPortfolio EDITED,2041,Natural Gas + CCS,Hydrogen,Metric Tons,MT,8904.761904761905,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,87.23005299968389,NA
EBetancourt-TheOutrageousPortfolio EDITED,2042,Natural Gas + CCS,Hydrogen,Metric Tons,MT,9428.571428571428,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,92.3612325879006,NA
EBetancourt-TheOutrageousPortfolio EDITED,2043,Natural Gas + CCS,Hydrogen,Metric Tons,MT,9952.38095238095,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,97.49241217611728,NA
EBetancourt-TheOutrageousPortfolio EDITED,2044,Natural Gas + CCS,Hydrogen,Metric Tons,MT,10476.190476190472,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,102.62359176433397,NA
EBetancourt-TheOutrageousPortfolio EDITED,2045,Natural Gas + CCS,Hydrogen,Metric Tons,MT,11000,Water Quantity,Water Withdrawal,acre-feet per year,0.00979588830477733,107.7547713525507,NA
EBetancourt-TheOutrageousPortfolio EDITED,2025,Solar,Hydrogen,Metric Tons,MT,14761.90476190476,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,273.0389042844735,NA
EBetancourt-TheOutrageousPortfolio EDITED,2026,Solar,Hydrogen,Metric Tons,MT,29523.809523809523,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,546.077808568947,NA
EBetancourt-TheOutrageousPortfolio EDITED,2027,Solar,Hydrogen,Metric Tons,MT,44285.71428571428,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,819.1167128534205,NA
EBetancourt-TheOutrageousPortfolio EDITED,2028,Solar,Hydrogen,Metric Tons,MT,59047.619047619046,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,1092.155617137894,NA
EBetancourt-TheOutrageousPortfolio EDITED,2029,Solar,Hydrogen,Metric Tons,MT,73809.5238095238,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,1365.1945214223676,NA
EBetancourt-TheOutrageousPortfolio EDITED,2030,Solar,Hydrogen,Metric Tons,MT,88571.42857142857,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,1638.233425706841,NA
EBetancourt-TheOutrageousPortfolio EDITED,2031,Solar,Hydrogen,Metric Tons,MT,103333.33333333331,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,1911.2723299913143,NA
EBetancourt-TheOutrageousPortfolio EDITED,2032,Solar,Hydrogen,Metric Tons,MT,118095.23809523808,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,2184.311234275788,NA
EBetancourt-TheOutrageousPortfolio EDITED,2033,Solar,Hydrogen,Metric Tons,MT,132857.14285714284,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,2457.3501385602617,NA
EBetancourt-TheOutrageousPortfolio EDITED,2034,Solar,Hydrogen,Metric Tons,MT,147619.0476190476,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,2730.3890428447353,NA
EBetancourt-TheOutrageousPortfolio EDITED,2035,Solar,Hydrogen,Metric Tons,MT,162380.95238095237,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,3003.427947129209,NA
EBetancourt-TheOutrageousPortfolio EDITED,2036,Solar,Hydrogen,Metric Tons,MT,177142.85714285713,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,3276.466851413682,NA
EBetancourt-TheOutrageousPortfolio EDITED,2037,Solar,Hydrogen,Metric Tons,MT,191904.7619047619,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,3549.5057556981556,NA
EBetancourt-TheOutrageousPortfolio EDITED,2038,Solar,Hydrogen,Metric Tons,MT,206666.66666666663,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,3822.544659982629,NA
EBetancourt-TheOutrageousPortfolio EDITED,2039,Solar,Hydrogen,Metric Tons,MT,221428.57142857145,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,4095.5835642671022,NA
EBetancourt-TheOutrageousPortfolio EDITED,2040,Solar,Hydrogen,Metric Tons,MT,236190.47619047615,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,4368.622468551576,NA
EBetancourt-TheOutrageousPortfolio EDITED,2041,Solar,Hydrogen,Metric Tons,MT,250952.38095238095,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,4641.66137283605,NA
EBetancourt-TheOutrageousPortfolio EDITED,2042,Solar,Hydrogen,Metric Tons,MT,265714.2857142857,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,4914.700277120523,NA
EBetancourt-TheOutrageousPortfolio EDITED,2043,Solar,Hydrogen,Metric Tons,MT,280476.1904761904,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,5187.739181404996,NA
EBetancourt-TheOutrageousPortfolio EDITED,2044,Solar,Hydrogen,Metric Tons,MT,295238.09523809515,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,5460.778085689469,NA
EBetancourt-TheOutrageousPortfolio EDITED,2045,Solar,Hydrogen,Metric Tons,MT,310000,Water Quantity,Water Withdrawal,acre-feet per year,0.01849618383862562,5733.816989973944,NA
Proportional Buildout 1.31.2024,2025,Agricultural waste,Hydrogen,Metric Tons,MT,5721.784776902887,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,71.29162161302472,NA
Proportional Buildout 1.31.2024,2026,Agricultural waste,Hydrogen,Metric Tons,MT,11443.569553805772,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,142.58324322604943,NA
Proportional Buildout 1.31.2024,2027,Agricultural waste,Hydrogen,Metric Tons,MT,17165.35433070866,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,213.87486483907412,NA
Proportional Buildout 1.31.2024,2028,Agricultural waste,Hydrogen,Metric Tons,MT,22887.139107611547,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,285.16648645209887,NA
Proportional Buildout 1.31.2024,2029,Agricultural waste,Hydrogen,Metric Tons,MT,28608.923884514435,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,356.4581080651236,NA
Proportional Buildout 1.31.2024,2030,Agricultural waste,Hydrogen,Metric Tons,MT,34330.708661417324,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,427.7497296781483,NA
Proportional Buildout 1.31.2024,2031,Agricultural waste,Hydrogen,Metric Tons,MT,40052.49343832021,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,499.0413512911731,NA
Proportional Buildout 1.31.2024,2032,Agricultural waste,Hydrogen,Metric Tons,MT,45774.2782152231,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,570.3329729041978,NA
Proportional Buildout 1.31.2024,2033,Agricultural waste,Hydrogen,Metric Tons,MT,51496.06299212599,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,641.6245945172226,NA
Proportional Buildout 1.31.2024,2034,Agricultural waste,Hydrogen,Metric Tons,MT,57217.84776902888,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,712.9162161302473,NA
Proportional Buildout 1.31.2024,2035,Agricultural waste,Hydrogen,Metric Tons,MT,62939.63254593177,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,784.2078377432721,NA
Proportional Buildout 1.31.2024,2036,Agricultural waste,Hydrogen,Metric Tons,MT,68661.41732283465,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,855.4994593562967,NA
Proportional Buildout 1.31.2024,2037,Agricultural waste,Hydrogen,Metric Tons,MT,74383.20209973754,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,926.7910809693216,NA
Proportional Buildout 1.31.2024,2038,Agricultural waste,Hydrogen,Metric Tons,MT,80104.98687664043,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,998.0827025823462,NA
Proportional Buildout 1.31.2024,2039,Agricultural waste,Hydrogen,Metric Tons,MT,85826.77165354331,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,1069.374324195371,NA
Proportional Buildout 1.31.2024,2040,Agricultural waste,Hydrogen,Metric Tons,MT,91548.5564304462,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,1140.6659458083957,NA
Proportional Buildout 1.31.2024,2041,Agricultural waste,Hydrogen,Metric Tons,MT,97270.34120734908,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,1211.9575674214204,NA
Proportional Buildout 1.31.2024,2042,Agricultural waste,Hydrogen,Metric Tons,MT,102992.12598425198,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,1283.2491890344452,NA
Proportional Buildout 1.31.2024,2043,Agricultural waste,Hydrogen,Metric Tons,MT,108713.91076115488,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,1354.54081064747,NA
Proportional Buildout 1.31.2024,2044,Agricultural waste,Hydrogen,Metric Tons,MT,114435.69553805776,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,1425.832432260495,NA
Proportional Buildout 1.31.2024,2045,Agricultural waste,Hydrogen,Metric Tons,MT,120157.48031496065,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,1497.1240538735192,NA
Proportional Buildout 1.31.2024,2025,Forest waste,Hydrogen,Metric Tons,MT,471.3598443215192,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,5.872994000157641,NA
Proportional Buildout 1.31.2024,2026,Forest waste,Hydrogen,Metric Tons,MT,942.7196886430384,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,11.745988000315284,NA
Proportional Buildout 1.31.2024,2027,Forest waste,Hydrogen,Metric Tons,MT,1414.0795329645575,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,17.618982000472926,NA
Proportional Buildout 1.31.2024,2028,Forest waste,Hydrogen,Metric Tons,MT,1885.4393772860767,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,23.491976000630565,NA
Proportional Buildout 1.31.2024,2029,Forest waste,Hydrogen,Metric Tons,MT,2356.799221607596,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,29.364970000788208,NA
Proportional Buildout 1.31.2024,2030,Forest waste,Hydrogen,Metric Tons,MT,2828.159065929115,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,35.23796400094585,NA
Proportional Buildout 1.31.2024,2031,Forest waste,Hydrogen,Metric Tons,MT,3299.5189102506342,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,41.11095800110349,NA
Proportional Buildout 1.31.2024,2032,Forest waste,Hydrogen,Metric Tons,MT,3770.8787545721534,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,46.98395200126113,NA
Proportional Buildout 1.31.2024,2033,Forest waste,Hydrogen,Metric Tons,MT,4242.238598893673,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,52.85694600141878,NA
Proportional Buildout 1.31.2024,2034,Forest waste,Hydrogen,Metric Tons,MT,4713.598443215193,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,58.72994000157642,NA
Proportional Buildout 1.31.2024,2035,Forest waste,Hydrogen,Metric Tons,MT,5184.958287536712,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,64.60293400173407,NA
Proportional Buildout 1.31.2024,2036,Forest waste,Hydrogen,Metric Tons,MT,5656.318131858232,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,70.47592800189172,NA
Proportional Buildout 1.31.2024,2037,Forest waste,Hydrogen,Metric Tons,MT,6127.677976179752,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,76.34892200204936,NA
Proportional Buildout 1.31.2024,2038,Forest waste,Hydrogen,Metric Tons,MT,6599.037820501271,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,82.22191600220701,NA
Proportional Buildout 1.31.2024,2039,Forest waste,Hydrogen,Metric Tons,MT,7070.397664822791,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,88.09491000236466,NA
Proportional Buildout 1.31.2024,2040,Forest waste,Hydrogen,Metric Tons,MT,7541.7575091443105,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,93.9679040025223,NA
Proportional Buildout 1.31.2024,2041,Forest waste,Hydrogen,Metric Tons,MT,8013.11735346583,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,99.84089800267996,NA
Proportional Buildout 1.31.2024,2042,Forest waste,Hydrogen,Metric Tons,MT,8484.47719778735,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,105.7138920028376,NA
Proportional Buildout 1.31.2024,2043,Forest waste,Hydrogen,Metric Tons,MT,8955.83704210887,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,111.58688600299524,NA
Proportional Buildout 1.31.2024,2044,Forest waste,Hydrogen,Metric Tons,MT,9427.196886430387,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,117.45988000315288,NA
Proportional Buildout 1.31.2024,2045,Forest waste,Hydrogen,Metric Tons,MT,9898.556730751903,Water Quantity,Water Consumption,acre-feet per year,0.01245968249291854,123.33287400331048,NA
Proportional Buildout 1.31.2024,2025,Natural Gas + CCS,Hydrogen,Metric Tons,MT,523.8095238095239,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,4.501034726505877,NA
Proportional Buildout 1.31.2024,2026,Natural Gas + CCS,Hydrogen,Metric Tons,MT,1047.6190476190477,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,9.002069453011755,NA
Proportional Buildout 1.31.2024,2027,Natural Gas + CCS,Hydrogen,Metric Tons,MT,1571.4285714285716,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,13.503104179517631,NA
Proportional Buildout 1.31.2024,2028,Natural Gas + CCS,Hydrogen,Metric Tons,MT,2095.2380952380954,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,18.00413890602351,NA
Proportional Buildout 1.31.2024,2029,Natural Gas + CCS,Hydrogen,Metric Tons,MT,2619.0476190476193,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,22.505173632529388,NA
Proportional Buildout 1.31.2024,2030,Natural Gas + CCS,Hydrogen,Metric Tons,MT,3142.857142857143,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,27.006208359035263,NA
Proportional Buildout 1.31.2024,2031,Natural Gas + CCS,Hydrogen,Metric Tons,MT,3666.666666666667,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,31.50724308554114,NA
Proportional Buildout 1.31.2024,2032,Natural Gas + CCS,Hydrogen,Metric Tons,MT,4190.476190476191,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,36.00827781204702,NA
Proportional Buildout 1.31.2024,2033,Natural Gas + CCS,Hydrogen,Metric Tons,MT,4714.285714285715,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,40.5093125385529,NA
Proportional Buildout 1.31.2024,2034,Natural Gas + CCS,Hydrogen,Metric Tons,MT,5238.0952380952385,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,45.010347265058776,NA
Proportional Buildout 1.31.2024,2035,Natural Gas + CCS,Hydrogen,Metric Tons,MT,5761.904761904762,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,49.511381991564654,NA
Proportional Buildout 1.31.2024,2036,Natural Gas + CCS,Hydrogen,Metric Tons,MT,6285.714285714286,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,54.01241671807053,NA
Proportional Buildout 1.31.2024,2037,Natural Gas + CCS,Hydrogen,Metric Tons,MT,6809.52380952381,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,58.5134514445764,NA
Proportional Buildout 1.31.2024,2038,Natural Gas + CCS,Hydrogen,Metric Tons,MT,7333.333333333334,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,63.01448617108228,NA
Proportional Buildout 1.31.2024,2039,Natural Gas + CCS,Hydrogen,Metric Tons,MT,7857.142857142858,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,67.51552089758816,NA
Proportional Buildout 1.31.2024,2040,Natural Gas + CCS,Hydrogen,Metric Tons,MT,8380.952380952382,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,72.01655562409404,NA
Proportional Buildout 1.31.2024,2041,Natural Gas + CCS,Hydrogen,Metric Tons,MT,8904.761904761905,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,76.5175903505999,NA
Proportional Buildout 1.31.2024,2042,Natural Gas + CCS,Hydrogen,Metric Tons,MT,9428.571428571428,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,81.01862507710578,NA
Proportional Buildout 1.31.2024,2043,Natural Gas + CCS,Hydrogen,Metric Tons,MT,9952.38095238095,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,85.51965980361165,NA
Proportional Buildout 1.31.2024,2044,Natural Gas + CCS,Hydrogen,Metric Tons,MT,10476.190476190472,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,90.02069453011752,NA
Proportional Buildout 1.31.2024,2045,Natural Gas + CCS,Hydrogen,Metric Tons,MT,11000,Water Quantity,Water Consumption,acre-feet per year,0.00859288447787485,94.52172925662342,NA
Proportional Buildout 1.31.2024,2025,Solar,Hydrogen,Metric Tons,MT,14761.90476190476,Water Quantity,Water Consumption,acre-feet per year,0.01258243798545961,185.7407512139276,NA
Proportional Buildout 1.31.2024,2026,Solar,Hydrogen,Metric Tons,MT,29523.809523809523,Water Quantity,Water Consumption,acre-feet per year,0.01258243798545961,371.4815024278552,NA
